中文类别,地点ID,生态区,X,Y,Z,距祭坛,状态
莫根洞穴,MorgenHole3,AshLands,5821,30,-7745,9691,预定位置
莫根洞穴,MorgenHole3,AshLands,4862,30,-8444,9697,预定位置
莫根洞穴,MorgenHole3,AshLands,-1660,37,-9924,9764,预定位置
莫根洞穴,MorgenHole3,AshLands,5760,31,-7993,9847,预定位置
莫根洞穴,MorgenHole3,AshLands,4921,30,-8769,10004,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-5952,77,1408,5866,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-2368,49,-5760,5875,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,512,54,-6080,5889,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-2816,46,-5632,5929,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6208,53,1216,6063,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-5952,50,2048,6078,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4096,59,4544,6100,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,1088,56,-6208,6122,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-2304,75,5632,6207,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,704,50,-6400,6234,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-2880,96,5440,6238,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4032,45,4800,6265,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4352,58,-5184,6368,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6208,44,2240,6389,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-2176,66,-6400,6421,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,3584,61,-5376,6446,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-5632,73,3456,6473,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6400,72,-2560,6499,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6720,49,-1472,6510,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,5760,68,-2688,6555,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6272,63,2624,6605,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,5952,77,-2368,6625,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6272,53,576,6649,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,4672,56,4160,6666,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-3072,48,5824,6667,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,3072,54,5504,6683,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,1984,49,-6528,6688,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6144,64,-2176,6749,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6336,66,896,6759,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6336,54,2880,6777,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6016,67,-2944,6889,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4224,46,-6016,6959,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6016,46,-3200,6993,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,2112,57,-6848,7033,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4672,55,5312,7060,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-5312,47,-5312,7105,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,5760,42,3520,7159,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4416,43,5632,7166,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-704,53,6912,7173,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-960,71,-7424,7201,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-192,94,-7488,7238,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-704,66,-7488,7247,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6656,48,1728,7256,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4672,44,-6080,7271,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-7296,52,-2496,7323,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4416,77,-6336,7332,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6400,68,-3264,7369,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6912,57,-3648,7411,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-7488,54,1728,7431,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-3392,60,6528,7441,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,832,50,7104,7446,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-1088,66,-7680,7468,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,576,65,7168,7474,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-256,59,-7744,7493,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6912,70,1792,7520,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6912,46,-3904,7532,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6016,58,3840,7547,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-576,57,-7808,7561,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6720,61,-3072,7589,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6848,44,-4288,7671,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,4672,42,-6080,7678,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6720,50,2816,7684,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-3712,50,6720,7750,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,576,84,7488,7792,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,5440,56,-5504,7799,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,960,89,7552,7908,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8256,48,-128,7932,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-6400,43,-5376,7948,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,7680,76,-192,8005,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,7680,50,64,8011,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6528,56,3904,8015,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8128,82,1920,8099,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,7744,48,448,8099,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8064,46,2304,8150,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8320,62,-1856,8154,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,4992,49,5952,8170,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-7872,80,2880,8171,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,5952,64,4992,8179,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4608,46,6720,8182,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-4864,51,6592,8212,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6528,45,4352,8256,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,7808,73,-1792,8278,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-7936,45,3136,8331,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8384,61,1984,8363,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,6784,85,-4672,8372,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8192,57,2624,8376,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,5248,55,6016,8387,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,8064,47,512,8424,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-7424,87,4288,8426,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8768,50,-192,8443,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-7424,84,4544,8567,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8448,50,2496,8575,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8832,71,896,8584,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,5056,58,6464,8605,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,7360,73,3904,8737,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,8192,76,2048,8822,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,8064,56,-3072,8851,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8064,47,-4608,8881,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-9216,70,-512,8895,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,8576,51,-256,8901,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8960,68,1920,8904,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,8576,48,640,8946,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8640,62,-3648,8982,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,7808,74,3584,8992,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-9280,62,-1472,9038,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-9024,58,2432,9103,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,8256,66,-3392,9138,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-8832,53,3264,9204,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,8448,46,2560,9213,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,7040,45,5312,9230,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,8128,43,3840,9391,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,-9536,47,1920,9463,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,9024,52,-1728,9465,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,9152,54,-2112,9658,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,9280,55,832,9666,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,9600,82,768,9977,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,9600,52,1216,10033,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,9600,42,-1792,10044,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,9472,48,-2560,10066,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance1,Mistlands,9664,63,-2176,10173,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-2880,39,-5376,5726,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6208,38,-384,5884,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-3456,35,-5504,6115,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-5568,36,3008,6173,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-4800,38,4096,6239,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-5440,33,-3904,6285,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,64,36,-6528,6289,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-4416,44,4544,6303,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-5952,46,2624,6319,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5824,50,-1984,6389,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,3136,38,5120,6390,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,1216,46,5952,6392,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5248,42,-3456,6429,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,3840,33,-5184,6456,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,896,45,-6592,6457,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-1920,36,-6528,6476,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-832,36,-6720,6489,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6400,47,2048,6495,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-4672,49,-5184,6575,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-3008,36,-6272,6591,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6656,34,-2368,6675,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,1600,34,6144,6679,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6848,44,-1792,6702,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-4352,36,5184,6764,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,2432,43,5952,6788,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,1792,40,-6720,6806,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-960,43,6528,6809,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-7040,42,-1536,6837,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-1344,50,6528,6855,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-4928,37,-5376,6888,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-5888,34,3840,6905,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-5696,34,4160,6950,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,384,43,-7168,6953,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,4800,40,-5056,7025,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,2432,35,-6720,7032,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-7424,45,384,7127,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6592,33,-3648,7128,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-3200,35,6272,7129,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,1920,40,6528,7141,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,6464,40,-2624,7192,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,64,39,-7488,7247,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-3584,32,6272,7292,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,576,47,-7488,7293,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6912,46,2944,7321,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-2112,32,-7360,7330,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-4992,41,-5952,7367,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,3648,38,-6464,7375,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-7680,34,320,7377,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-1920,47,6976,7401,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6016,37,4544,7442,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,2304,46,-7232,7459,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5696,36,-4672,7470,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6080,48,-5056,7497,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-7424,38,2176,7502,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,6848,35,2048,7533,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5376,40,-5184,7539,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-4928,40,-6272,7579,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-7168,40,-3520,7583,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-7488,45,-2752,7587,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5312,48,4992,7699,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,3200,35,-7104,7706,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5760,48,-4992,7714,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5632,35,4672,7728,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7296,35,1408,7800,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,0,32,7552,7810,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7424,31,1088,7864,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-8192,45,448,7898,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,3520,39,6656,7905,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-2112,32,7488,7943,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,3328,36,6848,7984,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5056,36,5696,8020,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,6720,36,3648,8052,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7744,39,-640,8079,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-1920,35,7680,8090,已生成
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5376,49,5568,8147,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,6720,43,-4352,8152,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6272,32,5376,8187,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-7104,43,4352,8194,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5632,40,5440,8239,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-7552,44,-4224,8247,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7936,46,-64,8263,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7872,40,-1536,8297,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-6144,49,5760,8366,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-8512,44,-2112,8396,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,5632,37,5760,8463,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-8448,37,2240,8496,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7936,45,2496,8706,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-8704,34,2240,8741,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-8320,40,-3840,8763,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7232,32,4224,8783,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-8960,38,1600,8831,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-8640,48,2816,8862,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8320,44,1728,8869,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-8448,34,3520,8956,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7360,44,4480,9025,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8704,48,-960,9057,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8064,44,3200,9071,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7744,33,3904,9076,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8320,34,-3072,9094,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8768,35,-576,9099,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8640,32,1728,9181,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-9024,44,2688,9182,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8512,38,2304,9199,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-9600,32,448,9301,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,7872,45,4160,9309,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8960,34,576,9322,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,-9408,42,-2432,9341,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8576,42,-3328,9418,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9152,39,-192,9477,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9216,41,-1344,9604,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,8768,36,3328,9772,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9408,33,-1152,9775,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9024,38,-3136,9784,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9344,35,-1792,9791,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9344,44,-2304,9885,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9408,37,-2048,9898,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9216,46,-3328,10025,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9664,38,-1344,10049,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9152,48,3200,10086,预定位置
迷雾之地矿坑,Mistlands_DvergrTownEntrance2,Mistlands,9280,46,2944,10123,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-129,85,-573,377,已生成
黑暗林山墓穴,Crypt2,BlackForest,-134,89,-703,491,已生成
黑暗林山墓穴,Crypt2,BlackForest,-256,76,-763,516,已生成
黑暗林山墓穴,Crypt2,BlackForest,-448,43,-961,721,已生成
黑暗林山墓穴,Crypt2,BlackForest,330,56,-700,794,已生成
黑暗林山墓穴,Crypt2,BlackForest,-389,39,776,1029,已生成
黑暗林山墓穴,Crypt2,BlackForest,-1342,32,4,1048,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-1342,83,-582,1069,已生成
黑暗林山墓穴,Crypt2,BlackForest,-1408,58,-197,1084,预定位置
黑暗林山墓穴,Crypt2,BlackForest,632,81,258,1084,已生成
黑暗林山墓穴,Crypt2,BlackForest,-1477,45,6,1180,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-1544,75,-321,1220,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-1535,33,125,1267,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-1671,63,-394,1353,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-1673,49,-130,1353,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-1659,50,2,1357,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-379,45,1144,1396,已生成
黑暗林山墓穴,Crypt2,BlackForest,395,44,970,1418,已生成
黑暗林山墓穴,Crypt2,BlackForest,-198,49,1163,1420,已生成
黑暗林山墓穴,Crypt2,BlackForest,-54,53,1222,1498,已生成
黑暗林山墓穴,Crypt2,BlackForest,122,75,1205,1524,已生成
黑暗林山墓穴,Crypt2,BlackForest,-1930,34,-136,1609,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-128,58,1473,1735,已生成
黑暗林山墓穴,Crypt2,BlackForest,-2055,42,-68,1739,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-968,42,1400,1772,已生成
黑暗林山墓穴,Crypt2,BlackForest,129,45,1475,1785,已生成
黑暗林山墓穴,Crypt2,BlackForest,-887,53,1605,1939,已生成
黑暗林山墓穴,Crypt2,BlackForest,1547,71,445,1997,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-770,64,1726,2026,已生成
黑暗林山墓穴,Crypt2,BlackForest,-374,84,1790,2041,已生成
黑暗林山墓穴,Crypt2,BlackForest,-580,70,1803,2070,已生成
黑暗林山墓穴,Crypt2,BlackForest,1669,76,323,2075,预定位置
黑暗林山墓穴,Crypt2,BlackForest,-1284,51,1734,2205,已生成
黑暗林山墓穴,Crypt2,BlackForest,-1464,72,1661,2225,已生成
黑暗林山墓穴,Crypt2,BlackForest,1736,53,631,2242,预定位置
